,Unnamed: 0,class,tweet
4710,4710,Racism,really doesnt matter mujahedeen animal fighting murdering someone year
4711,4711,Racism,zero lie westerner create come quran hadith
4712,4712,Racism,asshole muslim reserve right act like animal scream like woman
4713,4713,Racism,muslim robbed wealthy merchant
4714,4714,Racism,good night asshole hope get run bus
4715,4715,Racism,know policy breeding like rat population imperialism prophet mohammed
4716,4716,Racism,made isi rise talking islam created monster
4717,4717,Racism,outlaw islam
4718,4718,Racism,rt exactly islam ever done subjugate woman kill torture
4719,4719,Racism,yeah unlike muslim executing gay throwing building
4720,4720,Racism,rt obama implies murder muslim nc religious bigotry terrorist slaughtering jew paris kosher deli
4721,4721,Racism,notice muslim want sharia sharia say apostate must killed support directly
4722,4722,Racism,rt please sign petition retweet banislam
4723,4723,Racism,dont need perverted religion feel compassion humanity
4724,4724,Racism,expected terrorist group hamas election gaza usual one man one vote one time islamist election islam
4725,4725,Racism,unfortunately real islam defined quran hadith backwards inhuman even muslim
4726,4726,Racism,later attacked jew khybar killed many stole property
4727,4727,Racism,good tweet actually start selling daughter
4728,4728,Racism,earthly tyrant also egotistical want everyone admire bow quran writer imagined god
4729,4729,Racism,ill put nothing contributes mankind muslim
4730,4730,Racism,lol common knowledge countless report muslim go area europe google
4731,4731,Racism,war chopping head raping slave girl mohammed favorite activity
4732,4732,Racism,saudi sewer quran perfect idea perfect place quran saudi islam isi pakistan
4733,4733,Racism,imagine muslim journalist making case isi islamic self interest lol
4734,4734,Racism,reason still muslim jew christian due muslim brutality
4735,4735,Racism,know truth million citizen earth murdered scum shouting allahu akbar
4736,4736,Racism,rt say islam religion say cult islam activity match description crime mafia must bust
4737,4737,Racism,reason overall number increase muslim breed like rat like prophet told islam
4738,4738,Racism,islam hand fight take away people freedom force obey imaginary terrorist god
4739,4739,Racism,saudi regard isi threat defeating problem
4740,4740,Racism,search objectively find pedophile prophet mohammed declared war humanity year ago
4741,4741,Racism,likely killed muslim im happy see israeli get back small fraction land muslim stole
4742,4742,Racism,shithead killed forced convert mohammed started ball rolling beheading jewish prisoner
4743,4743,Racism,yes tried murder way heaven total idiot would believe allah
4744,4744,Racism,filthy islam created funding
4745,4745,Racism,furthermore islam demand woman locked home covered stop lying
4746,4746,Racism,forget anti jewish bigotry explain hamas beheading gay honor killing woman
4747,4747,Racism,gunman muslim terrorist
4748,4748,Racism,mention crushing poverty endless violence legal forced marriage year old girl
4749,4749,Racism,thats excuse cop every single islamic nation repressive produce either dictator theocrats
4750,4750,Racism,think jewish way birth
4751,4751,Racism,phony allah worshiping madrassa rat die hand controller thousand mile away
4752,4752,Racism,prophet said woman stupid corrupt islam
4753,4753,Racism,smelly rag head keep moving britian
4754,4754,Racism,sharia put muslim world year behind rest civilization tortured minority
4755,4755,Racism,accepting idea allah ob take dump show utterly insane inbred religion
4756,4756,Racism,peaceful q verse pre medina mecca verse mohammed little power endangered
4757,4757,Racism,muslim attacked murdered zoastrians persia buddhist afghanistan
4758,4758,Racism,rt proper grammer islam phobia medical condition truth
4759,4759,Racism,good morning history islamic slavery
4760,4760,Racism,point society support support barbarity aberration muslim society
4761,4761,Racism,daesh really go extreme stage propaganda material
4762,4762,Racism,erdogan fascist islamist scum bag woman employment decreased violence woman increased
4763,4763,Racism,islam forcing people muslim even perverted imam know
4764,4764,Racism,genocidal muslim practice bigotry barbarity religious ethnic minority everywhere
4765,4765,Racism,buddha said slavery unacceptable year slave trader mohammed came along
4766,4766,Racism,rt uk like idiot give jihadis rehabilitation jordan execute joke
4767,4767,Racism,suddenly daesh murderer child pretend care child propaganda
4768,4768,Racism,wrong mohammed liar rapist murderer slave trader caravan robber sexistbiggot
4769,4769,Racism,jew lived arabian peninsula prophet mohammed started exterminating
4770,4770,Racism,muslim conquered christian world attacked back cry
4771,4771,Racism,bullshit prisoner home country
4772,4772,Racism,following example pedophile prophet mohammed every detail one isi militant marrying year old child mosul islam
4773,4773,Racism,nobody care law protects woman mohammed phony law abuse woman islam
4774,4774,Racism,muslim attacking european jew grooming european child get rid
4775,4775,Racism,first cretin salon unaware nothing isi mohammed also
4776,4776,Racism,take stupid cult superstition stick behind
4777,4777,Racism,islam declared war humanity year ago
4778,4778,Racism,saudi cleric belief earth revolve around sun must way return th century islam expert guide
4779,4779,Racism,old lie muslim repeat lie truth
4780,4780,Racism,want plumb depth hamas virulent racism read quran spelled black amp white
4781,4781,Racism,free cut head gay honor killing child marriage exterminate jew throw ppl building
4782,4782,Racism,rt yrold sold isi slave yrold man said didnt know rape meant woke bleeding
4783,4783,Racism,certainly exterminate terrorist jihadi group
4784,4784,Racism,racist black shot two police officer year old ferguson
4785,4785,Racism,opinion islam dont come medium come quran hadith
4786,4786,Racism,rt muslim islam welcome hotel islamfornia may check time never leave
4787,4787,Racism,liar hadith come usc muslim student association hadith web site
4788,4788,Racism,muslim always look excuse barbarity islam changing subject
4789,4789,Racism,specific individual ideaology always produce terrorist
4790,4790,Racism,jew saudi many gulf state muslim exterminated
4791,4791,Racism,muslim men religious text abuse woman
4792,4792,Racism,international press couldnt even tell shell came hell murdering islamist including hamas
4793,4793,Racism,muslim brain dead repeat others said million time
4794,4794,Racism,yes according islam muslim encouraged kill im muslim issue hindu
4795,4795,Racism,muslim consider birthright global domination
4796,4796,Racism,certified inmate islamasylum dont ability judge
4797,4797,Racism,way blumenthal jewish birth answer question
4798,4798,Racism,mostly show vile inhuman digusting barbaric religion islam
4799,4799,Racism,read entire quran islam wrong
4800,4800,Racism,minority kind left saudi several gulf state exterminated muslim
4801,4801,Racism,iran human freedom murder kurd gay apostate political opponent
4802,4802,Racism,year ago as beginning never stopped ingrained part islam
4803,4803,Racism,muslim stop muslim carrying genocide aid applaud
4804,4804,Racism,islam treat woman like slave anyone say otherwise stabbing woman back
4805,4805,Racism,dont like hate rewrite half quran
4806,4806,Racism,lol look towel wrapped around head pretty freaky
4807,4807,Racism,one way helping prevent crime would outlaw sick sexist religion islam victimizes woman
4808,4808,Racism,who see real beheading palestine rest muslim world
4809,4809,Racism,murdering hamaz head chopper torture child dungeon
4810,4810,Racism,yeah know human islam islam must outlawed
4811,4811,Racism,doubt friend every place isi could murdering child
4812,4812,Racism,care jew dont marry child muslim time
4813,4813,Racism,thing islamophobia thing naziphobia
4814,4814,Racism,nearly extent went insane mohammed cartoon
4815,4815,Racism,definition islam hatred negativity get rid cancer civilization advance
4816,4816,Racism,anyone west said would go balistic islam pandering as kisser
4817,4817,Racism,im sure yammer homelessness muslim still murdering people apostacy blasphemy
4818,4818,Racism,next step learning ride bicycle learning ride camel
4819,4819,Racism,actually dont think possible distinguish islam nazism
4820,4820,Racism,furthermoreyour pedo prophet attacked city catapult killing childrenso cry
4821,4821,Racism,muslim civilian killed taliban look
4822,4822,Racism,prophet competition following fraud owned slave people murdered bigot etc
4823,4823,Racism,dont feed little piece taqiyya b
4824,4824,Racism,going follow prophet approved collateral damage dont complain collateral damage
4825,4825,Racism,preach coexistence want islamist useful idiot
4826,4826,Racism,quran produced pedophile slave trader caravan robber murderer
4827,4827,Racism,mankind must outlaw islam never stop hatred
4828,4828,Racism,blumenthals silence muslim jihad humanity cost
4829,4829,Racism,quran history book instruction man time
4830,4830,Racism,today christian still murdered rampaging muslim mob pakistan egypt
4831,4831,Racism,rt read islamist tweet insane life denying heartless
4832,4832,Racism,islam designed crushing human spirit law provide one outlet brutalizing non muslim
4833,4833,Racism,islam tell u must accept sexism guess muslim sexism must accepted racist
4834,4834,Racism,majority radical violent opinion polled
4835,4835,Racism,reason peace hindu power
4836,4836,Racism,care born camel breath call israeli jew
4837,4837,Racism,im standing outside looking isnt shadow doubt muslim palestine terrorist
4838,4838,Racism,rt islam isi allah mutilator feel peace yet
4839,4839,Racism,idiot muslim thug quickly figured forced everyone convert
4840,4840,Racism,land grabbing arabian peninsula belong jew like mohammed
4841,4841,Racism,fuck islam mohammed pedophile murderer bigot sexist rapist slave trader caravan robber liar
4842,4842,Racism,prophet mohammed started hate fest jew driving three jewish tribe medina
4843,4843,Racism,opinion opinion far jew live western nation originated
4844,4844,Racism,mohammed led major military expedition murdered amp raped enslaved ten thousandsjesusbuddha lao tse lead none
4845,4845,Racism,thousand church temple synagogs destroyed muslim biggots worry one muslim
4846,4846,Racism,palestine free ruled islamofascists behead gayspractice honor killingmurder opposition
4847,4847,Racism,people call islam racist know islam race want intimidate others shutting
4848,4848,Racism,okay agree taliban isi saudi implementing
4849,4849,Racism,quran stating witness woman worth half man islam
4850,4850,Racism,sound like islamolunatic
4851,4851,Racism,ezidi child murdered muslim
4852,4852,Racism,historian actually made countless effort independently collaborate anything islam totally fabricated
4853,4853,Racism,islam contributed nothing humanity hatred death destruction thousand year
4854,4854,Racism,rt top ten quran verse understand isnt tolerance equality islam jihad shariafree ht
4855,4855,Racism,left israeli slaughtered lost land deserved
4856,4856,Racism,said incoherent proof islam declared war humanity
4857,4857,Racism,nice see bigot like blumenthal fight people practice honor killing beating woman child marriage homophobia
4858,4858,Racism,living severe delusion reason mohammed hated jew willing convert
4859,4859,Racism,wrong considering sunni arab exterminating everyone else year
4860,4860,Racism,number christian israel increasing muslim country shrinking
4861,4861,Racism,objecting pc zombie salon call racism
4862,4862,Racism,complete picture bigotry islam selective lie
4863,4863,Racism,go zone exactly acting impose microbrain
4864,4864,Racism,rofl one brain want madrassa education teach mohammed remedy
4865,4865,Racism,welcomed islam sword throat nothing kind islam religion designed thug
4866,4866,Racism,wrong islam nazism muslim murderer exterminated jew
4867,4867,Racism,professor attacked campus telling truth islam religion cannot survive without killing speech
4868,4868,Racism,phobia irrational hatred thing phobia hatred rational
4869,4869,Racism,muslim crusader microbrain
4870,4870,Racism,mohammed approved quran sex slavery isi firm believer sex slavery
4871,4871,Racism,one first thing prophet mohammed islamic quest start murdering jew never really stopped
4872,4872,Racism,dont see relevant non muslim treated third class citizen
4873,4873,Racism,muslim race idiot cult murder terrorism
4874,4874,Racism,killing people believe differently express excuse murder except among muslim
4875,4875,Racism,furthermore hero taliban responsible murder afghan civilian stick asshole
4876,4876,Racism,scum murdered unarmed ezidi civilian cold blood expect people buy victimhood
4877,4877,Racism,must hard terrorist cant rape prisoner make propaganda film execution
4878,4878,Racism,pedophile sold woman child slavery model hamas isi
4879,4879,Racism,people fill void emptiness kind imaginary nonsense including allah
4880,4880,Racism,rt uk hundred muslim child rape gang case discovered authority still hiding fear islamopho
4881,4881,Racism,idiot none change ratio muslim christian palestine muslim bigotry abuse change
4882,4882,Racism,rt oh nodo go islamic center beat mentally wdouble speak amp convert asap
4883,4883,Racism,people making scientific discovery including algebra islam
4884,4884,Racism,nope democracy man make law vote islam allah make law sword two cannot coexist
4885,4885,Racism,propaganda shia militia religious fanatic fascist like isi slightly le extreme
4886,4886,Racism,rt let clear minority within islam belief violence blasphemer majorit
4887,4887,Racism,rt country conversion away islam illegalone way street slow wiping nonmusl
4888,4888,Racism,arabian peninsula full jew christian decimated muslim max helping finish
4889,4889,Racism,entire concept god corresponds tyrannical earthly egomaniac simple stupid islam
4890,4890,Racism,today many muslim still worthless thug produce nothing either rescued oil money try steal
4891,4891,Racism,radical islam rise indonesia
4892,4892,Racism,think daesh rejected embarrassment follow quran sunnah letter
4893,4893,Racism,mohammed led major military expedition offensive raped robbed murdered lied slaved pedophile
4894,4894,Racism,list lie baloney presenting zero quran hadith
4895,4895,Racism,coming muslim hypocrite religion declared war humanity population imperialist
4896,4896,Racism,crime islam far outdistance imagined crime israel
4897,4897,Racism,muslim control determined steal last tiny piece land left jew
4898,4898,Racism,prophet moohammed killed child used catapult attack city complaining
4899,4899,Racism,denouncing terrorism violence mean denouncing heart islam
4900,4900,Racism,nobody said goat fucker made
4901,4901,Racism,isi make woman cover lock mohammed
4902,4902,Racism,periodically muslim went rampage murdered mass jew happed muslim world
4903,4903,Racism,palestine never existed country jew belonged ottoman
4904,4904,Racism,hey least doesnt murder people apostacy blasphemy like tribe scum
4905,4905,Racism,islam strong supporter murdering non muslim isi strong supporter murdering non muslim
4906,4906,Racism,daesh follower pedophile prophet mohammed terrorist allah dying rage thousand
4907,4907,Racism,yes even rape muslim country reported
4908,4908,Racism,nothing justifies existence muslim country muslim land stolen land
4909,4909,Racism,traitor individual tribe woman child make lying excuse barbarity like muslim
4910,4910,Racism,muslim treat non muslim fuck genocidal palestinian
4911,4911,Racism,terrorist follow islam exactly defined quran hadith islam terrorist group
4912,4912,Racism,rt muslim killing complicit silencetolerance intolerance cowardiceali maimed islam
4913,4913,Racism,quran incoherent piece garbage created mental midget islam
4914,4914,Racism,justice punish parent taught murder like islam teach murder
4915,4915,Racism,think hamas doesnt practice cruel inhuman treatment palestinian blind
4916,4916,Racism,like picture israel context muslim world tiny spec blame evil
4917,4917,Racism,following religion ignorance illiterate prophet want talk spelling lol
4918,4918,Racism,muslim state survived sweat slave intellect minority
4919,4919,Racism,good reason practice religion declared war humanity year ago
4920,4920,Racism,rt want express gratitude towards ancestor converting islam would place hide in
4921,4921,Racism,isi islam requires start
4922,4922,Racism,world know muslim taqiyya liar manufacture fraudulent data
4923,4923,Racism,obama refuse recognize difference behavior prophet mohammed isi
4924,4924,Racism,mohammed ejected jewish tribe medina later slaughtered khybar
4925,4925,Racism,quran telling men beat wife men superior
4926,4926,Racism,quran clearly explicitly declared war humanity year ago humanity must declare war islam
4927,4927,Racism,launched completely unprovoked attack jew khybar murdered many stole land
4928,4928,Racism,proving muslim liar muslim student usc hadith database
4929,4929,Racism,muslim land ever lived anything tyrant dummy
4930,4930,Racism,percentage usually poor woman marry muslim man nothing persuasive islam
4931,4931,Racism,gave proof quran hadith lying
4932,4932,Racism,mohammed murdering jew zionism existed
4933,4933,Racism,dont see burning civilian picture even burning house
4934,4934,Racism,piece time start outlawing new mosque stoping muslim immigration
4935,4935,Racism,chasing medina went jewish oasis khybar slaughtered jew
4936,4936,Racism,mohammed raped aishia
4937,4937,Racism,bad caliphate stupid create twitter madrassas produce moron
4938,4938,Racism,idea go zone right wing boogie man stupid go zone real
4939,4939,Racism,care issue guilt innocent rest race baiting asshole like
4940,4940,Racism,command fear allah quran ritual groveling ground one fear personal relationship
4941,4941,Racism,max blumenthal bad mouthing enough room top self genocidal jew israel palestine
4942,4942,Racism,virtually woman beaten tortured world getting muslim
4943,4943,Racism,rt ufdems party kicked god curb defends islam
4944,4944,Racism,nice isi get together one place take trash
4945,4945,Racism,anti semitism palestinian leader clearly tell religious war
4946,4946,Racism,poll show majority muslim primitive belief
4947,4947,Racism,islam perpetuity oppression thank isi helping world kill islam
4948,4948,Racism,muslim golden age state always slave state
4949,4949,Racism,muslim liar mohammed said nothing stray civilized country try find stray home
4950,4950,Racism,muslim much higher statistical crime rate non muslim country non muslim
4951,4951,Racism,hating ideaology enables im
4952,4952,Racism,islam liar
4953,4953,Racism,israel given palestinian right return would suffering fate minority islam
4954,4954,Racism,actual spirituality buddhism tao zero spirituality islam
4955,4955,Racism,even link show jew producer muslim lived stealing others property
4956,4956,Racism,scholar islam superstition subject scholar
4957,4957,Racism,jew asshole jew secular humanist muslim islamist
4958,4958,Racism,im totally sick politically expedient statement every attack islam humanity
4959,4959,Racism,id rather deal clown hopped mushroom muslim filled hatred islam
4960,4960,Racism,muslim ever produced decent leader world would overjoyed accept
4961,4961,Racism,rt protest cartoon silence child rape paedophile
4962,4962,Racism,mosque still standing typical muslim terrorist asshole
4963,4963,Racism,yes murder fraudulent god every religion used excuse mankind would dead
4964,4964,Racism,palestinian dont deserve dignity peace willing give zero
4965,4965,Racism,unlike read making assumption read quran many hadith know vile
4966,4966,Racism,islam terror fight terror fight islam prophet god sick terrorist islam
4967,4967,Racism,rt islamic state member say theyre following islam nonmuslims dont even read religion insist theyre
4968,4968,Racism,challenge accepted given better verse proving quran fraud
4969,4969,Racism,islam decisive hatefilled backward thing ever happened mankind
4970,4970,Racism,thing islam came conquered people came spite islam
4971,4971,Racism,rt every muslim slave allah religious islamic damage danger
4972,4972,Racism,obvious target weapon issue killing terrorist kind weapon good
4973,4973,Racism,think already proven multiple time
4974,4974,Racism,satan would invented islam
4975,4975,Racism,one belief god asks one part creation murder another part impossible get stupider
4976,4976,Racism,raping child mohammed
4977,4977,Racism,rt yazidi child taken parent forcibly converted islam sinjar shengal
4978,4978,Racism,okay show buddha lao tse ever hurt anyone advocated anyone hurt
4979,4979,Racism,saying islam way life mean human freedom forbidden inhuman law criminal must followed
4980,4980,Racism,rt israel withdrew gaza evidently hamas far as youre choking
4981,4981,Racism,rt labour councillor rotherham left vulnerable girl hand known paedos nothing fear racist
4982,4982,Racism,told tribe yet daughter would become whore sexual jihad
4983,4983,Racism,muslim abuse murder minority religion continues muslim majority country islam pakistan syria
4984,4984,Racism,someone risk life save mass grave welcome tv toaster
4985,4985,Racism,see isi following quran hadith prophet exactly genocide
4986,4986,Racism,hindu tried pacifist approach islam muslim responded murdering million
4987,4987,Racism,let guess youve got friend career either psychopath
4988,4988,Racism,go term islamophobia make much sense naziphobia
4989,4989,Racism,degrassie historian
4990,4990,Racism,there huge lie colonialized everything sword point
4991,4991,Racism,screw francis pope stand freedom speech pope get rid clown
4992,4992,Racism,mohammed loved robbing caravan looting living isi robs lot living
4993,4993,Racism,following quran hatred bigotry make hateful bigot
4994,4994,Racism,muslim follow religion based terrorism jew
4995,4995,Racism,reason mohammed thug went war get could steal
4996,4996,Racism,problem cathedral doesnt understand prophet mohammed declared war humanity year ago
4997,4997,Racism,islam pile hatred murder bigotry sexism islam filth divided destroyed mankind
4998,4998,Racism,religion factor isi kill sunni disobedience kill religious minority non sunni muslim
4999,4999,Racism,furthermore many muslim country dont even record system account murder
5000,5000,Racism,world nothing islam producing terrorist activity year
5001,5001,Racism,jew murdered year rampaging muslim mob spain n africa
5002,5002,Racism,mohammed genocidal bigot attacked jew christian isi hamas exactly
5003,5003,Racism,dont live know cant leave house without male relative
5004,5004,Racism,odehs action u prof lying criminal undoubtedly lied happened isr
5005,5005,Racism,buddha forbid slavery year mohammed jesus slave year mohammed mohammed forced
5006,5006,Racism,mohammed peoplewho disagreed murdered isi murder
5007,5007,Racism,rt woman pakistan christian hindu minority particularly vulnerable forced marriage muslim men
5008,5008,Racism,know men marry baby saudi
5009,5009,Racism,im talking total extermination bragged right book
5010,5010,Racism,world care islam declared war humanity year ago
5011,5011,Racism,muslim claim racism islam like everything else claim lie
5012,5012,Racism,another race baiting idiot brown men would hate hinduism buddhism tao hate islam
5013,5013,Racism,rt stupid comment hitler wasnt religious thats muslim lie truth hitler admired muslim
5014,5014,Racism,rt clear white boy singing abt hanging nigger got police protection black ppl chanting black life matter got them
5015,5015,Racism,fault terrorist hiding behind woman child blame
5016,5016,Racism,thats complete lie murdered unarmed ezidi civilian done nothing enslaved woman
5017,5017,Racism,going play ignorant argumentative asshole pretend arabian peninsula
5018,5018,Racism,mohammed child bride isi marries child
5019,5019,Racism,maybe anxious bigot like blumenthal encourage even muslim murder jew france
5020,5020,Racism,stupid hamas murdering terrorist group force islamist oppression everyone
5021,5021,Racism,moron show talking mohammed give fact knew nothing
5022,5022,Racism,people studying islam iq camel ten year old could figure religion evil design
5023,5023,Racism,muslim bigot attacking hindu buddhist atheist anamists world daily
5024,5024,Racism,pr bunch palestinian racist nazi head chopper
5025,5025,Racism,lot disinformation example never million north american indian
5026,5026,Racism,example mohammed give u man owned slave raped woman beheaded jew one day
5027,5027,Racism,israeli fighting become minority victim minority
5028,5028,Racism,exactly isam cult death centered around idea going heaven described giant whore house
5029,5029,Racism,couldnt close idiot terrorism rampant year
5030,5030,Racism,prophet mohammed used catapult city killing woman child called coward
5031,5031,Racism,asshole continue victimize girl trying create distraction letting rapist go free
5032,5032,Racism,yes sit butt let murder enslave ezidis christian
5033,5033,Racism,religion murdering hating pedophile core room reformed
5034,5034,Racism,two good book document depravity islam
5035,5035,Racism,madrassa rat always stupid like one claimed sun go around earth
5036,5036,Racism,muslim actually read quran total liar
5037,5037,Racism,fact mohammed every bit vile sick isi model
5038,5038,Racism,hell muslim everywhere chanting death everybody jew trouble muslim muslim trouble everyone
5039,5039,Racism,know teach kid hate jew teach nothing needed run country economy
5040,5040,Racism,rt lost glory islamwhats thatam aware gloryany grt contribution frm world
5041,5041,Racism,israeli constantly murdering christian amp hindu blasphemy pakistan genocidal muslim mob
5042,5042,Racism,shujaiya massacre place full blumenthals terrorist friend weapon
5043,5043,Racism,according canon prophet pedophile murderer rapist caravan robber slave trader sexist bigot
5044,5044,Racism,may allah bless virgin pig
5045,5045,Racism,way entire world hate islam
5046,5046,Racism,wake tomorrow find daesh report real virgin pig
5047,5047,Racism,horseshit mohammed led major military expedition owned slave wife one six year old
5048,5048,Racism,people hate nazi extremist diff islam nazi
5049,5049,Racism,rt unsurprising hatemonger promote holocaust denier ht
5050,5050,Racism,worked perfectly muslim invaded europe th cent military defeat stopped
5051,5051,Racism,stupid prophet explicitly stated sexism
5052,5052,Racism,fact mohammed thug starving captured khybar stole jew property made pay live
5053,5053,Racism,gave many wife wanted satisfy prick
5054,5054,Racism,never get rid radical muslim quran hadith always produce
5055,5055,Racism,womderful going produce madrassa rat jihadis
5056,5056,Racism,christian part palestinian killed driven palestinian muslim
5057,5057,Racism,islam defines woman little slave defend islam call mysoginistic
5058,5058,Racism,single terrorist endless supply hate cult called islam
5059,5059,Racism,karen armstrong interested writing hero worship book would sell muslim narrow picture
5060,5060,Racism,mess long u entire history islam murder
5061,5061,Racism,many supposed american work destroy america
5062,5062,Racism,rt islam nazism could reformed
5063,5063,Racism,show stupid youve become muslim terrorist actually attack talk
5064,5064,Racism,islam declared war humanity year ago denying simply lie
5065,5065,Racism,crime islam exactly according belief
5066,5066,Racism,understand mohammed sexist
5067,5067,Racism,okay understand religion terrorist dont
5068,5068,Racism,read face terrorist
5069,5069,Racism,muslim blasphemy law lead lynch mob murder let stick important stuff
5070,5070,Racism,muslim defeated charles martel civilization would millenium le advanced
5071,5071,Racism,people disagreed islam time pedophile prophet murdered hadith
5072,5072,Racism,freedom impose religion others islam
5073,5073,Racism,muslim train baby hate murder use propaganda
5074,5074,Racism,thing stopped muslim slaughter historical past military defeat
5075,5075,Racism,difference said muslim
5076,5076,Racism,fear idiot like allwhat turn stomach destruction freedom humanity islam cause
5077,5077,Racism,debate vile religion islam one country microbrain
5078,5078,Racism,isnt even remote comparison abu grahib image happens image represents islam
5079,5079,Racism,islam simply excuse rape murder loot practice bigotry sexism hatred prophet mohamed designed get thug follow
5080,5080,Racism,could deal violent fanatic text islam werent producing
5081,5081,Racism,rt pakistan nation hater killer savage see tweet barbarism mass mind
5082,5082,Racism,want tolerant islam intolerant religion
5083,5083,Racism,fuck quran
5084,5084,Racism,think mindless little bozo salon understand quran full bigotry
5085,5085,Racism,worshipper pedophile prophet room call anyone biggot since islam religion hate bigotry
5086,5086,Racism,real expansion already existing local terrorist declaring loyalty worst worst
5087,5087,Racism,see vileness islam action change mind
5088,5088,Racism,mohammed illiterate superstitious islam backwardness catching jihadis
5089,5089,Racism,chomsky racist islam created isi
5090,5090,Racism,correct islamic permission rape salve girl
5091,5091,Racism,jew need trained liberate palestine muslim real cancer
5092,5092,Racism,muslim want destroy israel racist land tiny
5093,5093,Racism,muslim murdered million african
5094,5094,Racism,want understand isi understand islam exactly
5095,5095,Racism,guy spouted one lie another response video typical lying muslim propaganda
5096,5096,Racism,islam considers woman one big sex organ part exposed reflection perversion prophet
5097,5097,Racism,islam nothing freeze status woman th century
5098,5098,Racism,muslim force woman cover stay home quran tell islam
5099,5099,Racism,question people bad thing religion supporting demanding thing
5100,5100,Racism,maybe give talk year old mohammed raped year old aisha
5101,5101,Racism,people support murder apostacy guilty anything
5102,5102,Racism,rt good labour tory encouraging immigrant enrich u making uk better freer nicer place
5103,5103,Racism,knowledge muslim cleric non intersecting set islam
5104,5104,Racism,also know lying three translated quran say thing translation gave
5105,5105,Racism,taqiyya used muslim mohammed liar often lied islam
5106,5106,Racism,every day see muslim hate freedom democracy justice
5107,5107,Racism,muslim never stopped quest exterminate jew islam
5108,5108,Racism,blab endlessly love defend religion hate action hater namely
5109,5109,Racism,mullah oktar anti science kurd hating islamolunatic
5110,5110,Racism,muslim delusion producing algebra many others beat
5111,5111,Racism,good lesson cant win st century ignorant madrassa rat
5112,5112,Racism,filth palestinian head chopper honor killer genocidal maniac world see
5113,5113,Racism,rt isi muslim youre woman youre committed islam cannot serious
5114,5114,Racism,rt ive called islamophobe saying islam need theological reformation head egypt agrees
5115,5115,Racism,course christian world oppressed daily muslim bigotry
5116,5116,Racism,religious brother real filth earth pkk rescued yezidis animal friend
5117,5117,Racism,hate atmosphere built islam extinguish
5118,5118,Racism,course born serbiayoure fucked serbian film mkr
5119,5119,Racism,filthy taquiyya liar abuse woman islam couldnt clearer
5120,5120,Racism,treatment christian nearly bad people book murdered outright
5121,5121,Racism,pretending hate muslim mean liar
5122,5122,Racism,islam cause radical prophet mohammed thing follow
5123,5123,Racism,islamolunatic live islam sharia trying fulfill mohammed wish exterminate jew peninsula
5124,5124,Racism,muslim nazi left jew nothing
5125,5125,Racism,max asks palestinian friend beheading gay honor killing driving palestinian christian existence
5126,5126,Racism,christian jewish world enlightenment got past religion islamic world never got past religion
5127,5127,Racism,religion accommodate jew hindu christian buddhist taoist atheist islam cancerous
5128,5128,Racism,rt netanyahu paris massacre show radical islam know border israel news via
5129,5129,Racism,since islam belief people leave religion murdered moderate muslim
5130,5130,Racism,think muslim friend raping girl around world
5131,5131,Racism,excuse hide fact following evil inhuman religion
5132,5132,Racism,tiny israel muslim want exterminated
5133,5133,Racism,isi mortared kobane killing woman child called isi coward lol idiot
5134,5134,Racism,eventually followed future christian uk eventually followed future atheist uk
5135,5135,Racism,example quran say leaving islam accepted hadith say kill anyone leaf
5136,5136,Racism,sahara arabian peninsula different place microbrain
5137,5137,Racism,islam maintained slavery much longer christianity gave western pressure
5138,5138,Racism,rt islam worldwide mega disaster islam want drag u th century darkness death destruction
5139,5139,Racism,hadith specific ap many others specific war non believer everywhere
5140,5140,Racism,entire history islam one colonization occupation hatred bigotry get education
5141,5141,Racism,islamic documentation based belief historical documentation based factual research
5142,5142,Racism,objecting pc moron salon call racism islam
5143,5143,Racism,badr brigade doesnt liberate anyone simply different flavor islamofascists
5144,5144,Racism,let people look poll muslim answered see come hate
5145,5145,Racism,investigate hate speech quran
5146,5146,Racism,think prophet called black rasin head
5147,5147,Racism,rt isi psychopath burrying child alive obama u stop preaching religion n focus like jordan
5148,5148,Racism,maybe encourage jewish girl marry black men show open minded
5149,5149,Racism,rt pleased hitler grand mufti provided hitler w army muslim soldier europe tszarnev
5150,5150,Racism,amazing often allah revelation met mohammed desire one became suspicious except aisha
5151,5151,Racism,whatever happens yemen country hand one islamofascist group another islam
5152,5152,Racism,list crime describes muslim jew year
5153,5153,Racism,islam idol smash assyrian buddhist statue pray mecca circumambulate kabba
5154,5154,Racism,dont give shit talmud say jew live secular law talmud
5155,5155,Racism,mean send muslim back middle east turn europe sewer
5156,5156,Racism,jew used live arabian penninsula muslim virtually exterminated
5157,5157,Racism,every non muslim demographic every muslim country shrinking attack muslim
5158,5158,Racism,liar islam murdered million black african
5159,5159,Racism,muslim state murderous terrorist state earth even close
5160,5160,Racism,mean hapless genocidal palestinian islamolunatics determined erase israel map
5161,5161,Racism,rt ferguson crisis manufactured opening gambit campaign limit cop ability arr
5162,5162,Racism,sunni turkmen genocidal criminal living loot stole minority want count nothing
5163,5163,Racism,committing genocide murdering countless civilian scum bag deash try use baby propaganda
5164,5164,Racism,compare netanyahu speech genocidal palestinian lunatic
5165,5165,Racism,hand muslim want barbaric sharia
5166,5166,Racism,reason murdered kill muslim try
5167,5167,Racism,year ago islam stole woman right turned slave forever
5168,5168,Racism,im interested sectarian division shia sunni following vile pedophile prophet
